4096,10,2786 2136 2220 2206 2184 2090 2104 2116 2062 2085
32768,10,18387 16372 15119 14324 13553 13527 12911 12787 13065 12784
262144,10,124067 125228 126940 121843 122689 128180 123064 127707 124155 119166
884736,10,502754 469904 444509 453752 443388 440153 442080 442565 441152 445661
2097152,10,1153820 1074859 1087446 1086405 1083737 1081255 1076426 1084427 1079884 1077601
3375000,10,1835111 1842692 1832033 1848050 1837662 1842855 1838711 1835204 1826385 1844054
5832000,10,3750863 3682977 3682184 3674899 3692075 3691253 3689997 3687877 3670523 3682166
8000000,10,4393836 4384016 4459701 4384215 4385771 4378989 4412548 4387887 4401756 4411359
