4096,1,11646 11149 10359 9769 9213 8817 8430 8171 7822 7515
32768,1,55458 50296 50814 50750 51379 50782 50963 51002 51024 51011
262144,1,338324 314796 305252 308109 306140 306315 314971 305420 307141 308200
884736,1,1258361 1268725 1324456 1344578 1326127 1347969 1324189 1383145 1332642 1340375
2097152,1,2718096 2533534 2594240 2581521 2547603 2579304 2549491 2557342 2551528 2583400
3375000,1,5565485 5798014 5804698 5776898 5830517 5764367 5821837 5777351 5779665 5775450
5832000,1,9671430 10292084 9854750 9885981 10565729 10633853 10565448 10545612 10619513 10546343
8000000,1,13387246 13782849 13827914 14345189 14421623 14498316 14402789 14394644 14439799 14449501
