4096,18,3572 2577 2466 2472 2407 2341 2343 2364 2314 2222
32768,18,18001 16587 15356 14491 13846 13341 13217 13189 13169 13200
262144,18,124431 119434 111514 120988 122470 110850 105274 95065 110016 97536
884736,18,345067 339221 353205 341907 349660 410270 384088 360333 385229 362715
2097152,18,1017045 936007 932211 932725 974673 923159 944241 989219 960136 986848
3375000,18,1516492 1441440 1445397 1445623 1461288 1438174 1442682 1443296 1409969 1455458
5832000,18,2736683 2674678 2678422 2677799 2695577 2652473 2688599 2700145 2663297 2679264
8000000,18,3770113 3688399 3710704 3685576 3704665 3666039 3690470 3696981 3691303 3705705
