4096,4,4407 3946 3931 3736 3716 3675 3463 3487 3539 3304
32768,4,25278 22242 20296 19339 19324 19101 19390 19449 19209 19407
262144,4,192449 193224 169988 169875 168270 173026 202829 189817 173399 168180
884736,4,650847 664709 647371 638976 638360 635505 625388 626508 632418 624673
2097152,4,1473202 1471084 1477001 1498998 1455987 1464930 1465834 1447347 1462879 1474296
3375000,4,2686244 2761909 2753680 2795539 2763372 2765029 2776260 2775853 2754962 2766241
5832000,4,4763522 4712402 4761425 4665144 4802467 4795008 4830055 4802502 4829146 4774609
8000000,4,6686432 6628615 6639751 6592455 6713505 6668876 6662139 6690857 6684951 6671642
